collection,task_ID,dtype,expression,name,scientific_field,support
OEIS,oeis_2951,int,78125*x_0**7,A016855,Mathematics,"[[0, 6]]"
OEIS,oeis_2952,int,x_0*(x_0 - 10)*(x_0 - 1)*(x_0**3 - 34*x_0**2 + 181*x_0 - 144)/720,A319932,Mathematics,"[[0, 147]]"
OEIS,oeis_2953,int,2**x_0*(4*3**x_0 - 1),A321003,Mathematics,"[[0, 13]]"
OEIS,oeis_2954,int,2*4**x_0/3 + 7/3,A321358,Mathematics,"[[0, 17]]"
OEIS,oeis_2955,int,10*4**x_0/3 - 7/3,A321421,Mathematics,"[[0, 16]]"
OEIS,oeis_2956,int,-(-1)**x_0 + 5*2**x_0,A321643,Mathematics,"[[0, 31]]"
OEIS,oeis_2957,int,x_0*x_0**x_0 + x_0,A322406,Mathematics,"[[0, 10]]"
OEIS,oeis_2958,int,x_0*(4*x_0 + 3)**2,A322675,Mathematics,"[[0, 500]]"
OEIS,oeis_2959,int,16*x_0*(x_0 + 1)*(2*x_0 + 1)**2,A322677,Mathematics,"[[0, 112]]"
OEIS,oeis_2960,int,390625*x_0**8,A016856,Mathematics,"[[0, 4]]"
OEIS,oeis_2961,int,x_0*(16*x_0**2 + 20*x_0 + 5)**2,A322745,Mathematics,"[[0, 33]]"
OEIS,oeis_2962,int,32*x_0**3 + 48*x_0**2 + 18*x_0 + 1,A322830,Mathematics,"[[0, 500]]"
OEIS,oeis_2963,int,4*x_0**3/3 + 10*x_0**2 + 50*x_0/3 + 1,A323218,Mathematics,"[[0, 500]]"
OEIS,oeis_2964,int,x_0*(x_0 + 5)*(x_0 + 7)*(x_0 + 10)/24 + 1,A323220,Mathematics,"[[0, 500]]"
OEIS,oeis_2965,int,4**x_0/9 + 5*x_0/3 - 1/9,A323397,Mathematics,"[[0, 19]]"
OEIS,oeis_2966,int,10**x_0/3 - 4/3,A323639,Mathematics,"[[0, 11]]"
OEIS,oeis_2967,int,(x_0 - 2)*(x_0 - 1)*(x_0**2 + 9*x_0 + 12)/24,A323847,Mathematics,"[[0, 500]]"
OEIS,oeis_2968,int,576*x_0**2,A325475,Mathematics,"[[0, 500]]"
OEIS,oeis_2969,int,(2**x_0 + 3**x_0)**x_0,A326555,Mathematics,"[[0, 5]]"
OEIS,oeis_2970,int,x_0**2*(x_0 + 1)*(x_0 + 2)**2/6,A004256,Mathematics,"[[0, 143]]"
OEIS,oeis_2971,int,(5*x_0 + 1)**2,A016862,Mathematics,"[[0, 500]]"
OEIS,oeis_2972,int,x_0**18 + x_0**9 + 1,A326618,Mathematics,"[[0, 4]]"
OEIS,oeis_2973,int,x_0*(5*x_0 - 7)/2,A326725,Mathematics,"[[0, 500]]"
OEIS,oeis_2974,int,99**x_0,A327926,Mathematics,"[[0, 6]]"
OEIS,oeis_2975,int,4**x_0/3 + 4**(x_0 + 1) - 1/3,A330246,Mathematics,"[[0, 16]]"
OEIS,oeis_2976,int,-(-1)**x_0/4 + x_0**2/2 + 9/4,A330357,Mathematics,"[[0, 500]]"
OEIS,oeis_2977,int,(2**(2*2**x_0) - 1)**2,A330830,Mathematics,"[[0, 4]]"
OEIS,oeis_2978,int,0.166666666666667*x_0 + 1.33333333333333*(x_0 + 1)**3 - 1.5*(x_0 + 1)**2 + 0.166666666666667,A331987,Mathematics,"[[0, 500]]"
OEIS,oeis_2979,int,60*x_0 + 60*x_0**2.0 + 13,A332243,Mathematics,"[[0, 500]]"
OEIS,oeis_2980,int,4*x_0**2 + 4*x_0 - 8,A332519,Mathematics,"[[0, 500]]"
OEIS,oeis_2981,int,x_0**4/6 + 5*x_0**3/6 + 11*x_0**2/6 + 7*x_0/6,A332697,Mathematics,"[[0, 494]]"
OEIS,oeis_2982,int,(5*x_0 + 1)**3,A016863,Mathematics,"[[0, 431]]"
OEIS,oeis_2983,int,4*x_0**3/3 + 5*x_0**2/2 + 13*x_0/6,A332698,Mathematics,"[[0, 500]]"
OEIS,oeis_2984,int,-x_0**2 + 21*x_0 - 1,A332884,Mathematics,"[[0, 500]]"
OEIS,oeis_2985,int,2*x_0 + 1,A334585,Mathematics,"[[0, 500]]"
OEIS,oeis_2986,int,2**x_0 - 1,A334595,Mathematics,"[[0, 34]]"
OEIS,oeis_2987,int,2*x_0 + 1,A334604,Mathematics,"[[0, 500]]"
OEIS,oeis_2988,int,2*x_0 + 1,A334605,Mathematics,"[[0, 500]]"
OEIS,oeis_2989,int,2*x_0 + 1,A334669,Mathematics,"[[0, 500]]"
OEIS,oeis_2990,int,(5*x_0 + 1)**4,A016864,Mathematics,"[[0, 64]]"
OEIS,oeis_2991,int,((2*x_0 - 1)**2 + 3)*((2*x_0 - 1)**2 + 7)/32,A336535,Mathematics,"[[0, 377]]"
OEIS,oeis_2992,int,sqrt(x_0) - 1,A336642,Mathematics,"[[0, 500]]"
OEIS,oeis_2993,int,x_0 + 1,A337177,Mathematics,"[[0, 500]]"
OEIS,oeis_2994,int,(5*x_0 + 2)**2,A016874,Mathematics,"[[0, 500]]"
OEIS,oeis_2995,int,(5*x_0 + 2)**8,A016880,Mathematics,"[[0, 4]]"
OEIS,oeis_2996,int,2*x_0**2 + 9,A339048,Mathematics,"[[0, 500]]"
OEIS,oeis_2997,int,5*x_0 + 3,A016885,Mathematics,"[[0, 500]]"
OEIS,oeis_2998,int,2**x_0*(x_0*(x_0 + 1)/2 + 1),A340257,Mathematics,"[[0, 25]]"
OEIS,oeis_2999,int,16*x_0**3 - 36*x_0**2 + 30*x_0 - 9,A341043,Mathematics,"[[0, 500]]"
OEIS,oeis_3000,int,(-1)**(x_0 + 1)*(3**x_0 + 1)/2,A341463,Mathematics,"[[0, 22]]"
OEIS,oeis_3001,int,2*x_0 + (x_0 - 6)*sqrt((x_0 - 5)**2) + 31,A342253,Mathematics,"[[0, 500]]"
OEIS,oeis_3002,int,(2**x_0 + 1)**3,A343318,Mathematics,"[[0, 12]]"
OEIS,oeis_3003,int,(x_0 - 1)*(4*x_0 + 1),A343560,Mathematics,"[[0, 500]]"
OEIS,oeis_3004,int,7*(-1)**x_0/3 + 5*2**x_0/3,A344109,Mathematics,"[[0, 33]]"
OEIS,oeis_3005,int,(-2)**x_0/6 + 3**x_0/6 - 1/6,A344747,Mathematics,"[[0, 23]]"
OEIS,oeis_3006,int,18*x_0 + 20,A345339,Mathematics,"[[0, 500]]"
OEIS,oeis_3007,int,x_0*x_0**x_0 - x_0,A345360,Mathematics,"[[0, 10]]"
OEIS,oeis_3008,int,(5*x_0 + 3)**2,A016886,Mathematics,"[[0, 500]]"
OEIS,oeis_3009,int,3*x_0**3 - 1,A345701,Mathematics,"[[0, 500]]"
OEIS,oeis_3010,int,2**(2*x_0 + 1),A345963,Mathematics,"[[0, 17]]"
OEIS,oeis_3011,int,(2*x_0 + 1)*(x_0**3 - 2*x_0**2 + x_0 + 1),A347319,Mathematics,"[[0, 267]]"
OEIS,oeis_3012,int,2**(2**x_0 - x_0)*(2**x_0 - 1),A348332,Mathematics,"[[0, 6]]"
OEIS,oeis_3013,int,(10**x_0 + 2)**2/6,A348589,Mathematics,"[[0, 6]]"
OEIS,oeis_3014,int,4**(3*x_0 + 2)/9 - 7/9,A350054,Mathematics,"[[0, 6]]"
OEIS,oeis_3015,int,4*10**x_0 + 9,A350382,Mathematics,"[[0, 10]]"
OEIS,oeis_3016,int,(5*x_0 + 3)**3,A016887,Mathematics,"[[0, 431]]"
OEIS,oeis_3017,int,(-1728)**x_0,A350384,Mathematics,"[[0, 4]]"
OEIS,oeis_3018,int,18*x_0 + 4,A350521,Mathematics,"[[0, 500]]"
OEIS,oeis_3019,int,18*x_0 + 16,A350522,Mathematics,"[[0, 500]]"
OEIS,oeis_3020,int,2*10**x_0 + 40*100**x_0/3 - 1/3,A350994,Mathematics,"[[0, 5]]"
OEIS,oeis_3021,int,16*10**x_0/3 - 1/3,A350995,Mathematics,"[[0, 10]]"
OEIS,oeis_3022,int,-x_0 + x_0**x_0*(x_0 + 1) + 1,A351331,Mathematics,"[[0, 10]]"
OEIS,oeis_3023,int,85*4**x_0/3 - 1/3,A353957,Mathematics,"[[0, 15]]"
OEIS,oeis_3024,int,33648*3**x_0 - 1,A355142,Mathematics,"[[0, 12]]"
OEIS,oeis_3025,int,x_0**6 - 19*x_0**5 + 123*x_0**4 - 337*x_0**3 + 12376*x_0**2 - 44144*x_0 + 40000,A355292,Mathematics,"[[0, 50]]"
OEIS,oeis_3026,int,(5*x_0 + 3)**12,A016896,Mathematics,"[[0, 1]]"
OEIS,oeis_3027,int,7*3**x_0 - 2,A355298,Mathematics,"[[0, 20]]"
OEIS,oeis_3028,int,x_0**6 - 19*x_0**5 + 123*x_0**4 - 337*x_0**3 + 12376*x_0**2 - 44144*x_0 + 40000,A355361,Mathematics,"[[0, 50]]"
OEIS,oeis_3029,int,x_0**6 - 19*x_0**5 + 123*x_0**4 - 337*x_0**3 + 12376*x_0**2 - 44144*x_0 + 40000,A355364,Mathematics,"[[0, 50]]"
OEIS,oeis_3030,int,x_0**6 - 19*x_0**5 + 123*x_0**4 - 337*x_0**3 + 12376*x_0**2 - 44144*x_0 + 40000,A355365,Mathematics,"[[0, 50]]"
OEIS,oeis_3031,int,7*3**x_0 - 2,A355492,Mathematics,"[[0, 20]]"
OEIS,oeis_3032,int,x_0**6 - 19*x_0**5 + 123*x_0**4 - 337*x_0**3 + 12376*x_0**2 - 44144*x_0 + 40000,A356026,Mathematics,"[[0, 50]]"
OEIS,oeis_3033,int,x_0*(x_0 + 1)*(x_0 + 2)/6,A356095,Mathematics,"[[0, 500]]"
OEIS,oeis_3034,int,x_0*(x_0 + 1)*(x_0 + 2)*(x_0 + 3)*(2*x_0 + 1)/12,A356251,Mathematics,"[[0, 142]]"
OEIS,oeis_3035,int,(5*x_0 + 4)**4,A016900,Mathematics,"[[0, 63]]"
OEIS,oeis_3036,int,x_0*(7*x_0 - 5)/2,A356355,Mathematics,"[[0, 500]]"
OEIS,oeis_3037,int,-x_0 + sqrt(2)*x_0/2 + (x_0 + 1)/(1 - sqrt(2)/2),A356469,Mathematics,"[[0, 500]]"
OEIS,oeis_3038,int,4*x_0 - 15,A356714,Mathematics,"[[0, 500]]"
OEIS,oeis_3039,int,x_0*(x_0 + 1)**2*(x_0 + 2)**2/12,A004282,Mathematics,"[[0, 164]]"
OEIS,oeis_3040,int,(5*x_0 + 4)**5,A016901,Mathematics,"[[0, 20]]"
OEIS,oeis_3041,int,x_0**2*(x_0**2 + x_0)*(x_0**2 + x_0 + 1),A356768,Mathematics,"[[0, 47]]"
OEIS,oeis_3042,int,(5*x_0 + 4)**6,A016902,Mathematics,"[[0, 9]]"
OEIS,oeis_3043,int,(5*x_0 + 4)**7,A016903,Mathematics,"[[0, 5]]"
OEIS,oeis_3044,int,(5*x_0 + 4)**8,A016904,Mathematics,"[[0, 3]]"
OEIS,oeis_3045,int,x_0**3,A359275,Mathematics,"[[0, 500]]"
OEIS,oeis_3046,int,(x_0 + 1)*((-1)**x_0*(x_0 - 1) + 3*x_0 + 1)/8,A359366,Mathematics,"[[0, 500]]"
OEIS,oeis_3047,int,8*x_0**2 - 9*x_0 + 3,A360416,Mathematics,"[[0, 500]]"
OEIS,oeis_3048,int,8*x_0**2 - 7*x_0 + 2,A360417,Mathematics,"[[0, 500]]"
OEIS,oeis_3049,int,x_0*(15*x_0 - 14),A360436,Mathematics,"[[0, 500]]"
OEIS,oeis_3050,int,(5*x_0 + 4)**9,A016905,Mathematics,"[[0, 2]]"
OEIS,oeis_3051,int,x_0*(29*x_0 - 27)/2,A360488,Mathematics,"[[0, 500]]"
OEIS,oeis_3052,int,x_0**16 + x_0**15 + x_0**2 + 1,A360760,Mathematics,"[[0, 5]]"
OEIS,oeis_3053,int,17*x_0 - 1,A361692,Mathematics,"[[0, 500]]"
OEIS,oeis_3054,int,81*x_0 - 2,A362360,Mathematics,"[[0, 500]]"
OEIS,oeis_3055,int,1024*x_0 - 3,A362361,Mathematics,"[[0, 500]]"
OEIS,oeis_3056,int,2**x_0*(x_0 + 2) + x_0*(x_0 - 7)/2 - 2,A362526,Mathematics,"[[0, 29]]"
OEIS,oeis_3057,int,(5*x_0 + 4)**10,A016906,Mathematics,"[[0, 2]]"
OEIS,oeis_3058,int,x_0*((1 - sqrt(2))**x_0 + (1 + sqrt(2))**x_0)/2,A364636,Mathematics,"[[0, 24]]"
OEIS,oeis_3059,int,x_0*(3*x_0**4 + 15*x_0**3 + 25*x_0**2 - 15*x_0 - 28)/60,A365373,Mathematics,"[[0, 182]]"
OEIS,oeis_3060,int,x_0*(10**x_0 - 1)*(x_0 + 1)/18,A365645,Mathematics,"[[0, 10]]"
OEIS,oeis_3061,int,3*x_0**4/4 - x_0**3 + x_0**2/4 + x_0 + 1,A366478,Mathematics,"[[0, 341]]"
OEIS,oeis_3062,int,x_0**11/11 - x_0/11,A366488,Mathematics,"[[0, 11]]"
OEIS,oeis_3063,int,x_0**13/13 - x_0/13,A366489,Mathematics,"[[0, 8]]"
OEIS,oeis_3064,int,x_0**17/17 - x_0/17,A366490,Mathematics,"[[0, 5]]"
OEIS,oeis_3065,int,(5*x_0 + 4)**12,A016908,Mathematics,"[[0, 1]]"
OEIS,oeis_3066,int,x_0**19/19 - x_0/19,A366491,Mathematics,"[[0, 4]]"
OEIS,oeis_3067,int,(-1)**x_0*(2*x_0*(x_0 + 1) - 1)/8 + x_0**2/2 + 3*x_0/4 + 1/8,A367965,Mathematics,"[[0, 500]]"
OEIS,oeis_3068,int,3*3**(x_0 + 1)/4 - 3*x_0**2 - 3*x_0/2 - 9/4,A367967,Mathematics,"[[0, 21]]"
OEIS,oeis_3069,int,x_0*(x_0 + 1)**2*(5*x_0 + 4)/12,A368046,Mathematics,"[[0, 393]]"
OEIS,oeis_3070,int,(-1)**x_0*x_0*(x_0 + 1)*((-1)**x_0*(4*x_0 + 5) + 2*x_0 + 1)/12,A368047,Mathematics,"[[0, 500]]"
OEIS,oeis_3071,int,-2**(x_0 + 1) + 3**x_0 - 1,A368956,Mathematics,"[[0, 21]]"
OEIS,oeis_3072,int,5*(-1)**x_0 + 3*2**x_0,A369404,Mathematics,"[[0, 32]]"
OEIS,oeis_3073,int,2*(-2)**(x_0 + 1) + 3**(x_0 + 1),A369490,Mathematics,"[[0, 20]]"
OEIS,oeis_3074,int,8*x_0**3 - 6*x_0 - 1,A369922,Mathematics,"[[0, 500]]"
OEIS,oeis_3075,int,x_0**2*(2*x_0**2 - 23),A370109,Mathematics,"[[0, 266]]"
OEIS,oeis_3076,int,36*x_0**2,A016910,Mathematics,"[[0, 500]]"
OEIS,oeis_3077,int,x_0*(x_0 + 2)*(x_0 + 4),A370912,Mathematics,"[[0, 500]]"
OEIS,oeis_3078,int,216*x_0**3,A016911,Mathematics,"[[0, 360]]"
OEIS,oeis_3079,int,7776*x_0**5,A016913,Mathematics,"[[0, 17]]"
OEIS,oeis_3080,int,3*x_0**2 + 3*x_0 - 1,A004538,Mathematics,"[[0, 500]]"
OEIS,oeis_3081,int,46656*x_0**6,A016914,Mathematics,"[[0, 8]]"
OEIS,oeis_3082,int,279936*x_0**7,A016915,Mathematics,"[[0, 5]]"
OEIS,oeis_3083,int,10077696*x_0**9,A016917,Mathematics,"[[0, 3]]"
OEIS,oeis_3084,int,60466176*x_0**10,A016918,Mathematics,"[[0, 2]]"
OEIS,oeis_3085,int,362797056*x_0**11,A016919,Mathematics,"[[0, 2]]"
OEIS,oeis_3086,int,2176782336*x_0**12,A016920,Mathematics,"[[0, 2]]"
OEIS,oeis_3087,int,(6*x_0 + 1)**2,A016922,Mathematics,"[[0, 500]]"
OEIS,oeis_3088,int,(6*x_0 + 1)**3,A016923,Mathematics,"[[0, 359]]"
OEIS,oeis_3089,int,(6*x_0 + 1)**4,A016924,Mathematics,"[[0, 53]]"
OEIS,oeis_3090,int,(6*x_0 + 1)**5,A016925,Mathematics,"[[0, 17]]"
OEIS,oeis_3091,int,(5*x_0 + 1)*(5*x_0 + 2)*(5*x_0 + 3)*(5*x_0 + 4),A001512,Mathematics,"[[0, 63]]"
OEIS,oeis_3092,int,7*2**x_0,A005009,Mathematics,"[[0, 31]]"
OEIS,oeis_3093,int,(6*x_0 + 1)**6,A016926,Mathematics,"[[0, 8]]"
OEIS,oeis_3094,int,(6*x_0 + 1)**7,A016927,Mathematics,"[[0, 5]]"
OEIS,oeis_3095,int,(6*x_0 + 1)**8,A016928,Mathematics,"[[0, 3]]"
OEIS,oeis_3096,int,(6*x_0 + 1)**9,A016929,Mathematics,"[[0, 2]]"
OEIS,oeis_3097,int,(6*x_0 + 1)**10,A016930,Mathematics,"[[0, 2]]"
OEIS,oeis_3098,int,(6*x_0 + 1)**11,A016931,Mathematics,"[[0, 2]]"
OEIS,oeis_3099,int,(6*x_0 + 1)**12,A016932,Mathematics,"[[0, 1]]"
OEIS,oeis_3100,int,(6*x_0 + 2)**2,A016934,Mathematics,"[[0, 500]]"
OEIS,oeis_3101,int,(6*x_0 + 2)**3,A016935,Mathematics,"[[0, 359]]"
OEIS,oeis_3102,int,(6*x_0 + 2)**4,A016936,Mathematics,"[[0, 53]]"
OEIS,oeis_3103,int,13*2**x_0,A005029,Mathematics,"[[0, 30]]"
OEIS,oeis_3104,int,(6*x_0 + 2)**5,A016937,Mathematics,"[[0, 17]]"
OEIS,oeis_3105,int,(6*x_0 + 2)**6,A016938,Mathematics,"[[0, 8]]"
OEIS,oeis_3106,int,(6*x_0 + 2)**8,A016940,Mathematics,"[[0, 3]]"
OEIS,oeis_3107,int,(6*x_0 + 2)**9,A016941,Mathematics,"[[0, 2]]"
OEIS,oeis_3108,int,(6*x_0 + 2)**10,A016942,Mathematics,"[[0, 2]]"
OEIS,oeis_3109,int,(6*x_0 + 2)**11,A016943,Mathematics,"[[0, 2]]"
OEIS,oeis_3110,int,(6*x_0 + 2)**12,A016944,Mathematics,"[[0, 1]]"
OEIS,oeis_3111,int,(6*x_0 + 3)**2,A016946,Mathematics,"[[0, 500]]"
OEIS,oeis_3112,int,(6*x_0 + 3)**3,A016947,Mathematics,"[[0, 359]]"
OEIS,oeis_3113,int,(6*x_0 + 3)**4,A016948,Mathematics,"[[0, 53]]"
OEIS,oeis_3114,int,5*3**x_0,A005030,Mathematics,"[[0, 20]]"
OEIS,oeis_3115,int,(6*x_0 + 3)**5,A016949,Mathematics,"[[0, 17]]"
OEIS,oeis_3116,int,(6*x_0 + 3)**6,A016950,Mathematics,"[[0, 8]]"
OEIS,oeis_3117,int,(6*x_0 + 3)**7,A016951,Mathematics,"[[0, 4]]"
OEIS,oeis_3118,int,(6*x_0 + 3)**8,A016952,Mathematics,"[[0, 3]]"
OEIS,oeis_3119,int,(6*x_0 + 3)**9,A016953,Mathematics,"[[0, 2]]"
OEIS,oeis_3120,int,(6*x_0 + 3)**11,A016955,Mathematics,"[[0, 1]]"
OEIS,oeis_3121,int,(6*x_0 + 3)**12,A016956,Mathematics,"[[0, 1]]"
OEIS,oeis_3122,int,(6*x_0 + 4)**3,A016959,Mathematics,"[[0, 359]]"
OEIS,oeis_3123,int,(6*x_0 + 4)**4,A016960,Mathematics,"[[0, 53]]"
OEIS,oeis_3124,int,(6*x_0 + 4)**5,A016961,Mathematics,"[[0, 17]]"
OEIS,oeis_3125,int,7*3**x_0,A005032,Mathematics,"[[0, 20]]"
OEIS,oeis_3126,int,(6*x_0 + 4)**6,A016962,Mathematics,"[[0, 8]]"
OEIS,oeis_3127,int,(6*x_0 + 4)**7,A016963,Mathematics,"[[0, 4]]"
OEIS,oeis_3128,int,(6*x_0 + 4)**8,A016964,Mathematics,"[[0, 3]]"
OEIS,oeis_3129,int,(6*x_0 + 4)**9,A016965,Mathematics,"[[0, 2]]"
OEIS,oeis_3130,int,(6*x_0 + 4)**10,A016966,Mathematics,"[[0, 2]]"
OEIS,oeis_3131,int,(6*x_0 + 4)**11,A016967,Mathematics,"[[0, 1]]"
OEIS,oeis_3132,int,(6*x_0 + 4)**12,A016968,Mathematics,"[[0, 1]]"
OEIS,oeis_3133,int,(6*x_0 + 5)**2,A016970,Mathematics,"[[0, 500]]"
OEIS,oeis_3134,int,(6*x_0 + 5)**3,A016971,Mathematics,"[[0, 359]]"
OEIS,oeis_3135,int,(6*x_0 + 5)**4,A016972,Mathematics,"[[0, 52]]"
OEIS,oeis_3136,int,10*3**x_0,A005052,Mathematics,"[[0, 19]]"
OEIS,oeis_3137,int,(6*x_0 + 5)**5,A016973,Mathematics,"[[0, 16]]"
OEIS,oeis_3138,int,(6*x_0 + 5)**6,A016974,Mathematics,"[[0, 7]]"
OEIS,oeis_3139,int,(6*x_0 + 5)**7,A016975,Mathematics,"[[0, 4]]"
OEIS,oeis_3140,int,(6*x_0 + 5)**8,A016976,Mathematics,"[[0, 3]]"
OEIS,oeis_3141,int,(6*x_0 + 5)**9,A016977,Mathematics,"[[0, 2]]"
OEIS,oeis_3142,int,(6*x_0 + 5)**10,A016978,Mathematics,"[[0, 1]]"
OEIS,oeis_3143,int,(6*x_0 + 5)**11,A016979,Mathematics,"[[0, 1]]"
OEIS,oeis_3144,int,(6*x_0 + 5)**12,A016980,Mathematics,"[[0, 1]]"
OEIS,oeis_3145,int,49*x_0**2,A016982,Mathematics,"[[0, 500]]"
OEIS,oeis_3146,int,343*x_0**3,A016983,Mathematics,"[[0, 308]]"
OEIS,oeis_3147,int,7*5**x_0,A005055,Mathematics,"[[0, 14]]"
OEIS,oeis_3148,int,2401*x_0**4,A016984,Mathematics,"[[0, 46]]"
OEIS,oeis_3149,int,117649*x_0**6,A016986,Mathematics,"[[0, 7]]"
OEIS,oeis_3150,int,823543*x_0**7,A016987,Mathematics,"[[0, 4]]"
OEIS,oeis_3151,int,5764801*x_0**8,A016988,Mathematics,"[[0, 3]]"
OEIS,oeis_3152,int,40353607*x_0**9,A016989,Mathematics,"[[0, 2]]"
OEIS,oeis_3153,int,282475249*x_0**10,A016990,Mathematics,"[[0, 2]]"
OEIS,oeis_3154,int,1977326743*x_0**11,A016991,Mathematics,"[[0, 2]]"
OEIS,oeis_3155,int,13841287201*x_0**12,A016992,Mathematics,"[[0, 1]]"
OEIS,oeis_3156,int,7*x_0 + 1,A016993,Mathematics,"[[0, 500]]"
OEIS,oeis_3157,int,(7*x_0 + 1)**2,A016994,Mathematics,"[[0, 500]]"
OEIS,oeis_3158,int,2**x_0 + 3**x_0 - 1,A005056,Mathematics,"[[0, 21]]"
OEIS,oeis_3159,int,(7*x_0 + 1)**3,A016995,Mathematics,"[[0, 308]]"
OEIS,oeis_3160,int,(7*x_0 + 1)**4,A016996,Mathematics,"[[0, 46]]"
OEIS,oeis_3161,int,(7*x_0 + 1)**5,A016997,Mathematics,"[[0, 15]]"
OEIS,oeis_3162,int,(7*x_0 + 1)**6,A016998,Mathematics,"[[0, 7]]"
OEIS,oeis_3163,int,(7*x_0 + 1)**7,A016999,Mathematics,"[[0, 4]]"
OEIS,oeis_3164,int,(7*x_0 + 1)**8,A017000,Mathematics,"[[0, 3]]"
OEIS,oeis_3165,int,(7*x_0 + 1)**9,A017001,Mathematics,"[[0, 2]]"
OEIS,oeis_3166,int,(7*x_0 + 1)**10,A017002,Mathematics,"[[0, 2]]"
OEIS,oeis_3167,int,(7*x_0 + 1)**11,A017003,Mathematics,"[[0, 2]]"
OEIS,oeis_3168,int,(7*x_0 + 1)**12,A017004,Mathematics,"[[0, 1]]"
OEIS,oeis_3169,int,-2**x_0 + 5**x_0,A005057,Mathematics,"[[0, 15]]"
OEIS,oeis_3170,int,(7*x_0 + 2)**2,A017006,Mathematics,"[[0, 500]]"
OEIS,oeis_3171,int,(7*x_0 + 2)**3,A017007,Mathematics,"[[0, 308]]"
OEIS,oeis_3172,int,(7*x_0 + 2)**4,A017008,Mathematics,"[[0, 45]]"
OEIS,oeis_3173,int,(7*x_0 + 2)**5,A017009,Mathematics,"[[0, 15]]"
OEIS,oeis_3174,int,(7*x_0 + 2)**6,A017010,Mathematics,"[[0, 7]]"
OEIS,oeis_3175,int,(7*x_0 + 2)**7,A017011,Mathematics,"[[0, 4]]"
OEIS,oeis_3176,int,(7*x_0 + 2)**8,A017012,Mathematics,"[[0, 3]]"
OEIS,oeis_3177,int,(7*x_0 + 2)**9,A017013,Mathematics,"[[0, 2]]"
OEIS,oeis_3178,int,(7*x_0 + 2)**10,A017014,Mathematics,"[[0, 2]]"
OEIS,oeis_3179,int,(7*x_0 + 2)**11,A017015,Mathematics,"[[0, 1]]"
OEIS,oeis_3180,int,-5**x_0 + 6**x_0,A005062,Mathematics,"[[0, 13]]"
OEIS,oeis_3181,int,(7*x_0 + 2)**12,A017016,Mathematics,"[[0, 1]]"
OEIS,oeis_3182,int,7*x_0 + 3,A017017,Mathematics,"[[0, 500]]"
OEIS,oeis_3183,int,(7*x_0 + 3)**2,A017018,Mathematics,"[[0, 500]]"
OEIS,oeis_3184,int,(7*x_0 + 3)**3,A017019,Mathematics,"[[0, 308]]"
OEIS,oeis_3185,int,(7*x_0 + 3)**4,A017020,Mathematics,"[[0, 45]]"
OEIS,oeis_3186,int,(7*x_0 + 3)**5,A017021,Mathematics,"[[0, 14]]"
OEIS,oeis_3187,int,(7*x_0 + 3)**6,A017022,Mathematics,"[[0, 7]]"
OEIS,oeis_3188,int,(7*x_0 + 3)**7,A017023,Mathematics,"[[0, 4]]"
OEIS,oeis_3189,int,(7*x_0 + 3)**8,A017024,Mathematics,"[[0, 3]]"
OEIS,oeis_3190,int,(7*x_0 + 3)**9,A017025,Mathematics,"[[0, 2]]"
OEIS,oeis_3191,int,(2*2**x_0 + 2)*(2**(x_0 + 1) - 1),A005367,Mathematics,"[[0, 16]]"
OEIS,oeis_3192,int,(7*x_0 + 3)**10,A017026,Mathematics,"[[0, 2]]"
OEIS,oeis_3193,int,(7*x_0 + 3)**11,A017027,Mathematics,"[[0, 1]]"
OEIS,oeis_3194,int,(7*x_0 + 3)**12,A017028,Mathematics,"[[0, 1]]"
OEIS,oeis_3195,int,7*x_0 + 4,A017029,Mathematics,"[[0, 500]]"
OEIS,oeis_3196,int,(7*x_0 + 4)**2,A017030,Mathematics,"[[0, 500]]"
OEIS,oeis_3197,int,(7*x_0 + 4)**3,A017031,Mathematics,"[[0, 308]]"
OEIS,oeis_3198,int,(7*x_0 + 4)**4,A017032,Mathematics,"[[0, 45]]"
OEIS,oeis_3199,int,(7*x_0 + 4)**5,A017033,Mathematics,"[[0, 14]]"
OEIS,oeis_3200,int,(7*x_0 + 4)**6,A017034,Mathematics,"[[0, 7]]"
OEIS,oeis_3201,int,(7*x_0 + 4)**7,A017035,Mathematics,"[[0, 4]]"
OEIS,oeis_3202,int,(6*x_0 + 1)*(6*x_0 + 5),A001513,Mathematics,"[[0, 500]]"
OEIS,oeis_3203,int,x_0**3 + 3*x_0 + 1,A005491,Mathematics,"[[0, 500]]"
OEIS,oeis_3204,int,(7*x_0 + 4)**9,A017037,Mathematics,"[[0, 2]]"
OEIS,oeis_3205,int,(7*x_0 + 4)**10,A017038,Mathematics,"[[0, 1]]"
OEIS,oeis_3206,int,(7*x_0 + 4)**11,A017039,Mathematics,"[[0, 1]]"
OEIS,oeis_3207,int,(7*x_0 + 4)**12,A017040,Mathematics,"[[0, 1]]"
OEIS,oeis_3208,int,7*x_0 + 5,A017041,Mathematics,"[[0, 500]]"
OEIS,oeis_3209,int,(7*x_0 + 5)**2,A017042,Mathematics,"[[0, 500]]"
OEIS,oeis_3210,int,(7*x_0 + 5)**3,A017043,Mathematics,"[[0, 308]]"
OEIS,oeis_3211,int,(7*x_0 + 5)**4,A017044,Mathematics,"[[0, 45]]"
OEIS,oeis_3212,int,(7*x_0 + 5)**5,A017045,Mathematics,"[[0, 14]]"
