collection,task_ID,description,dtype,expression,name,scientific_field,support
SynEq,syneq_4288,Unbiased expression of complexity 11,float,((x_0 + 2*x_1)/(x_0 + x_1) + (x_0 + 2*x_1)/x_1)/(-x_0 + log(x_1)),syneq_4858,Others,"[[-998.989898989899, 1001.010101010101], [1.0101010386122782e-08, 1001.010101010101]]"
SynEq,syneq_4289,Unbiased expression of complexity 7,float,-sqrt(x_0 + exp(x_0)) + exp(exp(x_0)),syneq_4859,Others,"[[-0.5671432898989894, 3.1366175301010104]]"
SynEq,syneq_4290,Unbiased expression of complexity 9,float,sqrt(x_0) + x_0*x_1 + exp(cos(x_0)) + cos(x_0),syneq_486,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4291,Unbiased expression of complexity 5,float,-x_0*x_1 - x_0 + 2*log(x_1),syneq_4860,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4292,Unbiased expression of complexity 9,float,-sqrt(x_0)*cos(x_0) + exp(cos(x_0)) + log(x_0),syneq_4861,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4293,Unbiased expression of complexity 12,float,(x_1**2*sqrt(x_2) + x_2*(-2*x_2 + 1/x_0))/(x_1 + 1/x_0),syneq_4862,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4294,Unbiased expression of complexity 7,float,cos(1/x_1 - x_1/x_0)/sqrt(x_0),syneq_4863,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4295,Unbiased expression of complexity 10,float,(-x_0 + x_1 - x_2)*(sqrt(x_0)*x_2 + x_0 - x_1 + x_2)/x_1,syneq_4864,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-989.989898989899, 1001.010101010101]]"
SynEq,syneq_4296,Unbiased expression of complexity 7,float,cos(exp(x_0) + log(x_0)*sin(log(x_0))),syneq_4865,Others,"[[1.010103861229041e-10, 709.7827010101009]]"
SynEq,syneq_4297,Unbiased expression of complexity 13,float,sqrt(x_0)*exp(x_0**(-3)) + 2*sqrt(x_0) + x_0**(-3),syneq_4866,Others,"[[0.34886309010101063, 1001.010101010101]]"
SynEq,syneq_4298,Unbiased expression of complexity 7,float,x_0/(-sqrt(x_0) + exp(x_1) - log(x_0)),syneq_4867,Others,"[[3.4515323932282627e-10, 1001.010101010101], [3.82722224349393, 15.450101679980412]]"
SynEq,syneq_4299,Unbiased expression of complexity 10,float,sqrt(x_0)*(2*x_0 + sqrt(x_1) + x_1 - 1/x_0),syneq_4868,Others,"[[1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4300,Unbiased expression of complexity 15,float,(x_2*(x_0*x_2/x_1 + x_1) - log(x_2))*exp(sqrt(x_2))/(x_0*(x_0*x_2/x_1 + x_1)),syneq_4869,Others,"[[-998.989898989899, 1001.010101010101], [-852.289898989899, 845.3101010101011], [1.010103861229041e-10, 257.99577341010087]]"
SynEq,syneq_4301,Unbiased expression of complexity 11,float,x_0*(x_0 - sqrt(x_1)/x_0**2)*(x_0/sqrt(x_1) + x_1),syneq_487,Others,"[[-953.989898989899, 964.1101010101011], [1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_4302,Unbiased expression of complexity 7,float,(-x_0 + x_2*(x_0 + x_2) - x_2)/(x_1 + log(x_0)),syneq_4870,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4303,Unbiased expression of complexity 15,float,x_1**2*x_2**2*sin(x_1)*sqrt(cos(x_2)) + x_1*sqrt(cos(x_2))/x_0,syneq_4871,Others,"[[-1100.0, 900.0], [-997.3100000000001, 900.0], [-102.10176124, -98.96016858999994]]"
SynEq,syneq_4304,Unbiased expression of complexity 8,float,x_0 - log(x_0) - cos(sin(x_0))/x_0 + 1/x_0,syneq_4872,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4305,Unbiased expression of complexity 8,float,x_0*(log(x_0) - sin(x_0))*exp(x_0)*sin(x_0),syneq_4873,Others,"[[1.010103861229041e-10, 19.601639510101045]]"
SynEq,syneq_4306,Unbiased expression of complexity 12,float,sqrt(x_0)*cos(sqrt(x_0)) - (-x_0 + cos(x_0))**2*cos(x_0),syneq_4874,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4307,Unbiased expression of complexity 8,float,x_0*log(x_0) + 2*log(x_0)**2 - log(x_0),syneq_4875,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4308,Unbiased expression of complexity 14,float,-sqrt(x_0) + x_0 - (0.21191334439521*sqrt(x_0) - 0.21191334439521*x_0 + 0.21191334439521*log(x_0))/(x_1 - 4.71891),syneq_4876,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4309,Unbiased expression of complexity 10,float,-(x_0*sqrt(x_2) + x_1)**2*log(x_1) + log(x_1)**2,syneq_4877,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4310,Unbiased expression of complexity 9,float,(sqrt(log(x_0)) - log(x_0))*log(x_0) - log(x_0),syneq_4878,Others,"[[1.0000000001010105, 1001.010101010101]]"
SynEq,syneq_4311,Unbiased expression of complexity 10,float,-sqrt(x_0) + exp(sqrt(x_0))/(sqrt(x_0)*x_1),syneq_4879,Others,"[[1.010103861229041e-10, 619.6723122301009], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4312,Unbiased expression of complexity 10,float,-cos(x_0) + 1/log(cos(x_0)) + (x_0 + cos(x_0) - 2.70126)/x_0,syneq_488,Others,"[[-100.53096489946499, -100.49815056268811]]"
SynEq,syneq_4313,Unbiased expression of complexity 12,float,x_0 + (x_0 + sin(log(x_0)))/(log(x_0) - sin(log(x_0))) + sin(log(x_0)),syneq_4880,Others,"[[2.718281828975023, 889.28569978439]]"
SynEq,syneq_4314,Unbiased expression of complexity 11,float,x_0 + (-log(x_1) + cos(log(x_1)/sqrt(x_0)))/cos(x_0 - x_1),syneq_4881,Others,"[[771.5777574094038, 772.3383182118455], [738.589034546467, 738.591034546467]]"
SynEq,syneq_4315,Unbiased expression of complexity 15,float,(x_0 - sqrt(cos(x_0)))*(x_0 - cos(x_0))/(-sqrt(cos(x_0)) - cos(x_0) + 1/x_0),syneq_4882,Others,"[[-102.10176124, -98.96016858999994]]"
SynEq,syneq_4316,Unbiased expression of complexity 12,float,-x_1/sqrt(x_2) + (x_0*sin(x_1)/x_2 + x_1*x_2 + x_1)*sin(x_1),syneq_4883,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_4317,Unbiased expression of complexity 10,float,4*x_0**2*(-x_0 - x_1)*(x_0 - x_1) - log(-x_0),syneq_4884,Others,"[[-223.60681243000002, 0.0], [-316.2279199999996, 316.22778113999954]]"
SynEq,syneq_4318,Unbiased expression of complexity 4,float,x_0**(3/2) + exp(x_0),syneq_4885,Others,"[[1.010103861229041e-10, 23.025850910101035]]"
SynEq,syneq_4319,Unbiased expression of complexity 5,float,x_0*exp(exp(x_0)) - cos(x_0),syneq_4886,Others,"[[-1100.0, 3.0864334199999983]]"
SynEq,syneq_4320,Unbiased expression of complexity 5,float,sqrt(x_1)*cos(x_0/x_2),syneq_4887,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4321,Unbiased expression of complexity 12,float,(x_0 + (-sqrt(x_1) + x_1)*(-x_1 + (x_1 - x_2)/x_2))*(-x_1 + (x_1 - x_2)/x_2),syneq_4888,Others,"[[-658.420898989899, 717.2311010101009], [1.010103861229041e-10, 505.100423120101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4322,Unbiased expression of complexity 7,float,x_0**(3/2) + exp(x_0) + 0.496849971182702*sin(x_0),syneq_4889,Others,"[[1.010103861229041e-10, 23.025850910101035]]"
SynEq,syneq_4323,Unbiased expression of complexity 14,float,(-x_0 + log(x_0))*(log(x_0) - cos(sqrt(1/x_0)))/cos(sqrt(1/x_0)),syneq_489,Others,"[[0.40528473548215516, 644.3913059414149]]"
SynEq,syneq_4324,Unbiased expression of complexity 9,float,log(-sin(x_0)) - cos(x_0) + cos(exp(-x_0)),syneq_4890,Others,"[[-97.389372259596, -94.24777960959602]]"
SynEq,syneq_4325,Unbiased expression of complexity 5,float,sqrt(x_0) - exp(x_0) - 1.04848,syneq_4891,Others,"[[1.010103861229041e-10, 23.025850930101036]]"
SynEq,syneq_4326,Unbiased expression of complexity 6,float,-x_0 + sin(sqrt(x_0)) - cos(x_0),syneq_4892,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4327,Unbiased expression of complexity 15,float,(x_0 + sqrt(x_1)*(-sqrt(x_1) + 1/x_2))/sin(-x_0 + 2*sqrt(x_1) + x_1),syneq_4893,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4328,Unbiased expression of complexity 11,float,exp(x_0) - 2*log(x_0) + 2*log(x_0)/(sin(x_0) - 1/x_0),syneq_4894,Others,"[[8.290324537973959e-10, 0.24727976881914496]]"
SynEq,syneq_4329,Unbiased expression of complexity 5,float,(log(x_2) + 6.77867/x_1)*cos(x_0),syneq_4895,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4330,Unbiased expression of complexity 5,float,2*exp(x_0) + 3*log(x_0),syneq_4896,Others,"[[1.010103861229041e-10, 22.33270374010103]]"
SynEq,syneq_4331,Unbiased expression of complexity 6,float,(x_0 + log(x_1))/(sqrt(x_1) - x_2),syneq_4897,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4332,Unbiased expression of complexity 15,float,log(sin(x_1)/x_0)*log(-2*x_0*x_1**2/(log(sin(x_1)/x_0)*sin(x_1))),syneq_4898,Others,"[[-1095.9595959595958, -0.9999959595959587], [-97.20221553353043, -97.20021553353043]]"
SynEq,syneq_4333,Unbiased expression of complexity 11,float,(log(x_0) + (x_0 + x_1)/x_1)*exp(-x_0)/(exp(x_0) - sin(x_0 + x_1)),syneq_4899,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4334,Unbiased expression of complexity 6,float,(sqrt(x_0) - 1/x_0)*cos(x_0),syneq_49,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4335,Unbiased expression of complexity 13,float,(x_0 + x_1)*(x_1 - cos(x_2))*(x_1 - x_2 - cos(x_2))*log(x_1)*cos(x_2)/x_1,syneq_490,Others,"[[-998.989898989899, 1001.010101010101], [1.0101010103861233e-06, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4336,Unbiased expression of complexity 15,float,((x_0 + exp(1/x_0) + 1/x_0)*exp(-sin(x_0 + 1/x_0)) - 2/x_0)/log(1/x_0),syneq_4900,Others,"[[1.0000000004170033, 1001.010101010101]]"
SynEq,syneq_4337,Unbiased expression of complexity 13,float,-0.373307052516836*x_0*(sqrt(x_1) - x_1)/(x_0 + sqrt(x_1)*(-x_0 + cos(x_1))),syneq_4901,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4338,Unbiased expression of complexity 10,float,(-0.366570258688632*x_0 + 0.366570258688632*x_1 + 0.366570258688632*cos(x_0) + 1.0)/(x_0*log(x_1)),syneq_4902,Others,"[[-130.1914293868591, -9.85664883046411e-11], [1.0000000009368932, 531.1097313764934]]"
SynEq,syneq_4339,Unbiased expression of complexity 8,float,(-x_0 - log(x_1) + 2/log(x_1))*cos(log(x_1)),syneq_4903,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4340,Unbiased expression of complexity 9,float,x_1*(x_0 + log(log(x_0)))*log(x_0) - log(x_0)/x_0,syneq_4904,Others,"[[1.0000000001010105, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4341,Unbiased expression of complexity 10,float,(sqrt(x_0) - x_1)/sqrt(x_0) - 1/sqrt(x_0),syneq_4905,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4342,Unbiased expression of complexity 9,float,x_0*sqrt(x_1*cos(x_1)) - x_0 + x_1*cos(x_1),syneq_4906,Others,"[[-1097.979797979798, 902.0202020202021], [-98.96016857979797, -95.81857593979797]]"
SynEq,syneq_4343,Unbiased expression of complexity 6,float,x_1*x_2 + log(x_1) - log(x_1)/x_0,syneq_4907,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4344,Unbiased expression of complexity 10,float,log(x_1)/x_1 - (sqrt(x_0) - cos(x_1))/x_0 + 1/x_0,syneq_4908,Others,"[[1.010101038612291e-08, 1001.010101010101], [1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_4345,Unbiased expression of complexity 6,float,(x_0 - log(log(x_0)))*log(x_0)/x_0,syneq_4909,Others,"[[1.0000000001010105, 1001.010101010101]]"
SynEq,syneq_4346,Unbiased expression of complexity 8,float,sqrt(x_0)*(-x_1 + cos(x_0) + 3.68244)*cos(x_0),syneq_491,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4347,Unbiased expression of complexity 5,float,0.758302301551427*log(x_0)*log(x_1) - 1.0,syneq_4910,Others,"[[1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4348,Unbiased expression of complexity 15,float,x_0*(sqrt(x_0)*x_1 - x_0) + (-sqrt(x_0)*x_1 + x_0**2*x_1 + x_0)/(x_0*x_1),syneq_4911,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4349,Unbiased expression of complexity 7,float,sqrt(x_0/(x_1*cos(x_0))) + log(x_1),syneq_4912,Others,"[[1.010103861229041e-10, 1.5707963201010111], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4350,Unbiased expression of complexity 10,float,(33.56695969*x_0 + 33.56695969*x_2)/(sqrt(x_1)*(sqrt(x_1) - 5.7937)),syneq_4913,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4351,Unbiased expression of complexity 4,float,x_0 + log(x_1) + sin(x_1),syneq_4914,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4352,Unbiased expression of complexity 15,float,x_0*(x_1*(1.39207 + 1/x_1)*(log(x_0) + 1.39207 + 1/x_1) + x_1*(1.39207 + 2/x_1) - 1/x_1),syneq_4915,Others,"[[1.5904788597254083e-10, 1001.010101010101], [5.070432962384075e-11, 749.8853855146976]]"
SynEq,syneq_4353,Unbiased expression of complexity 7,float,sqrt(x_1)*(x_0 - x_1*x_2 - x_1 + x_2),syneq_4916,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4354,Unbiased expression of complexity 4,float,2.70512846275366*sqrt(-x_0),syneq_4917,Others,"[[-1100.0, 0.0]]"
SynEq,syneq_4355,Unbiased expression of complexity 14,float,x_1*x_2**2*(-log(x_2) + x_1/(x_0*(x_0/x_1 + x_2)))/(x_0**2*(x_0/x_1 + x_2)),syneq_4918,Others,"[[-998.989898989899, 1001.010101010101], [-659.850998989899, 623.071211010101], [1.0101050792147239e-10, 734.4102010201011]]"
SynEq,syneq_4356,Unbiased expression of complexity 5,float,-x_1/(x_0*x_2**(3/2)),syneq_4919,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [2.4770101010386147e-05, 1001.010101010101]]"
SynEq,syneq_4357,Unbiased expression of complexity 13,float,sqrt(x_0)*(-exp(x_0) - sin(sqrt(x_0) - (-x_0 + exp(x_0))/x_0)),syneq_492,Others,"[[1.010103861229041e-10, 21.492010300101047]]"
SynEq,syneq_4358,Unbiased expression of complexity 13,float,(exp(x_0) - 2*log(x_0) - sin(log(x_0)) - log(x_0)/x_0)*sin(log(x_0)),syneq_4920,Others,"[[1.010101038612291e-08, 25.400543060101032]]"
SynEq,syneq_4359,Unbiased expression of complexity 9,float,(-x_0 - 5.2607)/sqrt(sqrt(x_0) + 1/x_0),syneq_4921,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4360,Unbiased expression of complexity 15,float,(x_0 - x_1 + cos(sqrt(x_0)))*(x_0 + cos(sqrt(x_0)) + (sqrt(x_0) + x_1)/x_0),syneq_4922,Others,"[[5.101010103861228e-07, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4361,Unbiased expression of complexity 4,float,log(x_0*(x_1*x_2 + x_1)),syneq_4923,Others,"[[1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-0.9999999998989897, 1001.010101010101]]"
SynEq,syneq_4362,Unbiased expression of complexity 10,float,(0.0312595996287215 - x_0)*(-sqrt(x_0) - x_0 - 6.31445)/sqrt(x_0),syneq_4924,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4363,Unbiased expression of complexity 15,float,(sqrt(x_1) - x_1)*(log(x_1) - 7.77025)*cos(sqrt(x_1)*log(x_1))/(-x_0 - 7.77025),syneq_4925,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4364,Unbiased expression of complexity 15,float,(x_1 + log(x_1))*(x_0*x_1 + x_0 - x_1) + (x_1 + log(x_1))/sqrt(x_0*x_1 + x_0 - x_1),syneq_4926,Others,"[[0.9101010101010104, 1001.010101010101], [1.010103861229041e-10, 230.20974621010097]]"
SynEq,syneq_4365,Unbiased expression of complexity 9,float,sqrt(x_0)*exp(x_0) + cos(x_0)/sqrt(x_0),syneq_4927,Others,"[[1.010103861229041e-10, 21.492010300101047]]"
SynEq,syneq_4366,Unbiased expression of complexity 4,float,log(cos(x_1)) + cos(x_0),syneq_4928,Others,"[[-1100.0, 900.0], [-102.10176124, -98.96016858999994]]"
SynEq,syneq_4367,Unbiased expression of complexity 10,float,(x_0*x_2*sin(x_2) + x_0*x_2)/(x_1*sqrt(1/x_1)),syneq_4929,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4368,Unbiased expression of complexity 12,float,x_0**(3/2)*(x_0**(3/2) - sqrt(x_0) + log(x_0))/log(x_0),syneq_493,Others,"[[1.0000000005651941, 711.8759672917995]]"
SynEq,syneq_4369,Unbiased expression of complexity 13,float,x_0*(x_0*x_1 - x_1*(x_0 + x_1 - 6.03377) + 6.03377)/((-x_0 + log(x_0))*(x_0 + x_1 - 6.03377)),syneq_4930,Others,"[[1.010103861229041e-10, 1001.010101010101], [-989.989898989899, 1001.010101010101]]"
SynEq,syneq_4370,Unbiased expression of complexity 5,float,x_1*(-exp(x_1) + log(x_2))/x_0,syneq_4931,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 18.763544540101034], [1.010103861229041e-10, 992.010101010101]]"
SynEq,syneq_4371,Unbiased expression of complexity 12,float,x_0*exp(3.06784/x_1 + 1/x_0)*log(x_0)/(-3.06784/x_1 + x_0**(-2)),syneq_4932,Others,"[[0.041215970101010455, 919.020101010101], [0.1599910101010105, 1001.010101010101]]"
SynEq,syneq_4372,Unbiased expression of complexity 7,float,-sqrt(x_0) + (x_0**2 + x_0)*cos(x_0),syneq_4933,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4373,Unbiased expression of complexity 13,float,(exp(x_0)*sin(x_0) + sin(x_0**2*x_1*sin(sqrt(x_1))))*exp(x_0),syneq_4934,Others,"[[-998.989898989899, 11.616068570100998], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4374,Unbiased expression of complexity 14,float,-x_0*x_2 + sqrt(x_0*x_1) + exp(x_1)/(x_0*x_2*(sqrt(x_0) + x_0*x_2)),syneq_4935,Others,"[[0.009101000101010387, 983.010101010101], [1.010103861229041e-10, 30.02887555010106], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4375,Unbiased expression of complexity 4,float,x_0**(5/4)*x_1/x_2,syneq_4936,Others,"[[1.010103861229041e-10, 1001.010101010101], [-989.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4376,Unbiased expression of complexity 12,float,x_0**(3/2) + (x_0**(3/2) + x_1)/(x_0**(3/2)*(26.7365054459612 - 2.99020902279423*x_0)),syneq_4937,Others,"[[4.901010103861228e-07, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4377,Unbiased expression of complexity 4,float,-x_0 + 2*x_1 + log(x_0),syneq_4938,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4378,Unbiased expression of complexity 5,float,x_0*x_1 + exp(x_1*exp(x_2)),syneq_4939,Others,"[[-1100.0, 900.0], [-1100.0, 35.46027241000002], [-1100.0, 0.11000000000000001]]"
SynEq,syneq_4379,Unbiased expression of complexity 10,float,exp(sqrt(x_0))/(x_0**(1/4) + sqrt(x_0) + x_0),syneq_494,Others,"[[1.010103861229041e-10, 891.471101010101]]"
SynEq,syneq_4380,Unbiased expression of complexity 13,float,0.110759511196125*x_1*sqrt(1/x_0) - log(x_0) + 0.110759511196125*sqrt(1/x_0)/x_0,syneq_4940,Others,"[[5.010101038612253e-08, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4381,Unbiased expression of complexity 8,float,2*x_0 + log(sqrt(x_0)) - 3.31132 - 6.62264/x_0,syneq_4941,Others,"[[1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_4382,Unbiased expression of complexity 14,float,(x_0 + cos(x_0) + 1/(x_0 + log(cos(x_0))))*(x_0*(-x_0 + log(x_0)) + x_0 + 1/x_0),syneq_4942,Others,"[[0.21807651986440812, 0.636697003262846]]"
SynEq,syneq_4383,Unbiased expression of complexity 12,float,-x_0/x_1 + x_1 + (3.01123189496823*x_0/x_1 - 3.01123189496823*x_1)*log(x_0)/(x_0*log(x_2)),syneq_4943,Others,"[[1.0101010103861233e-06, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4384,Unbiased expression of complexity 8,float,sqrt(x_1)*x_2**2*(-x_0 + sqrt(x_1)),syneq_4944,Others,"[[-729.989898989899, 771.110201120101], [1.010103861229041e-10, 754.1114230201009], [-709.189898989899, 711.020101010101]]"
SynEq,syneq_4385,Unbiased expression of complexity 10,float,-3.9653*sin(1/log(x_0))/(-3.9653*x_0 - log(x_0)),syneq_4945,Others,"[[0.30197356867893177, 1001.010101010101]]"
SynEq,syneq_4386,Unbiased expression of complexity 4,float,-log(x_0)/x_0**3,syneq_4946,Others,"[[0.0008889801010103856, 1001.010101010101]]"
SynEq,syneq_4387,Unbiased expression of complexity 7,float,(x_1 + x_2)*(x_0 - x_2 + sqrt(log(x_0))),syneq_4947,Others,"[[1.0000000001010105, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4388,Unbiased expression of complexity 4,float,0.0762451262115212*x_0/x_1**(3/2),syneq_4948,Others,"[[-998.989898989899, 1001.010101010101], [7.00101010386123e-07, 1001.010101010101]]"
SynEq,syneq_4389,Unbiased expression of complexity 8,float,x_0 - (x_0**(3/4) + sqrt(x_0) + x_0)/x_1,syneq_4949,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4390,Unbiased expression of complexity 8,float,0.46808*x_0 + (exp(x_1) - cos(x_1))/log(x_1) + 1.46163844448722,syneq_495,Others,"[[-998.989898989899, 1001.010101010101], [1.0000000007343068, 24.184527050101035]]"
SynEq,syneq_4391,Unbiased expression of complexity 13,float,(-x_0*x_2 + 2*x_0 + x_0/x_1 - 1/sqrt(x_1))/(2*sqrt(x_1)),syneq_4950,Others,"[[-998.989898989899, 1001.010101010101], [4.710101010386121e-06, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4392,Unbiased expression of complexity 11,float,(x_0 + x_1)*(x_0*(x_0 - x_1) - x_0)*(x_0 - x_1 + log(x_2*cos(x_0))),syneq_4951,Others,"[[-98.96016857979797, -95.81857593979797], [-506.0008079797979, 442.1422421502019], [-1070.079797979798, -4.797979797934579e-05]]"
SynEq,syneq_4393,Unbiased expression of complexity 12,float,-x_0*(2*x_0 - 7.6372) + exp(sqrt(x_0)/(2*x_0 - 7.6372))/cos(x_0),syneq_4952,Others,"[[0.950751677637381, 1.5707963267614582]]"
SynEq,syneq_4394,Unbiased expression of complexity 15,float,x_1*(x_0 + x_2)*(-x_0*x_1*(x_0*x_1 + sqrt(x_2)) + 1/x_2) - x_1 - sqrt(x_2),syneq_4953,Others,"[[-53.98989898989899, 42.01010101010101], [-40.10090898989899, 41.02010101010101], [1.2010101038612254e-07, 52.17023426010101]]"
SynEq,syneq_4395,Unbiased expression of complexity 14,float,14.16564*sqrt(x_0) - 7.08282*x_0 + (2*sqrt(x_0) - x_0)*exp(cos(x_0)) - 7.08282,syneq_4954,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4396,Unbiased expression of complexity 13,float,sqrt(x_0) + (sqrt(x_0)*x_1 + x_1)*(sqrt(x_0)*x_1 + x_0 + x_1),syneq_4955,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4397,Unbiased expression of complexity 13,float,x_1*x_2*cos(x_0) + (-x_1 + x_2)*log(x_0)/(x_2**3*sin(x_0)*cos(x_0)),syneq_4956,Others,"[[1.4590101010384372e-05, 983.010101010101], [-989.989898989899, 983.010101010101], [0.010101010101010388, 1001.010101010101]]"
SynEq,syneq_4398,Unbiased expression of complexity 12,float,(1.42834697404694*x_1 - 1.42834697404694*cos(x_1))*cos(x_1)/((x_0 + cos(x_1))*log(cos(x_1))),syneq_4957,Others,"[[-1037.0, 845.1], [-102.10176124, -98.96016858999994]]"
SynEq,syneq_4399,Unbiased expression of complexity 4,float,-5.81558*x_1 + 0.171951894737928*log(x_0),syneq_4958,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4400,Unbiased expression of complexity 5,float,-x_0 + x_1*log(x_1) + x_1 + x_2,syneq_4959,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
